"country","year","lifeExp","pop","gdpPercap","ISO.alpha3.Code","Region","Continent"
"Jamaica",1952,58.53,1426095,2898.530881,"JAM","Caribbean","North America"
"Japan",1997,80.69,125956499,28816.58499,"JPN","Eastern Asia","Asia"
"Japan",1977,75.38,113872473,16610.37701,"JPN","Eastern Asia","Asia"
"Japan",1982,77.11,118454974,19384.10571,"JPN","Eastern Asia","Asia"
"Japan",1987,78.67,122091325,22375.94189,"JPN","Eastern Asia","Asia"
"Japan",1972,73.42,107188273,14778.78636,"JPN","Eastern Asia","Asia"
"Japan",1957,65.5,91563009,4317.694365,"JPN","Eastern Asia","Asia"
"Japan",1962,68.73,95831757,6576.649461,"JPN","Eastern Asia","Asia"
"Japan",1967,71.43,100825279,9847.788607,"JPN","Eastern Asia","Asia"
"Japan",1952,63.03,86459025,3216.956347,"JPN","Eastern Asia","Asia"
"Japan",1992,79.36,124329269,26824.89511,"JPN","Eastern Asia","Asia"
"Japan",2002,82,127065841,28604.5919,"JPN","Eastern Asia","Asia"
"Japan",2007,82.603,127467972,31656.06806,"JPN","Eastern Asia","Asia"
"Jordan",2007,72.535,6053193,4519.461171,"JOR","Western Asia","Asia"
"Jordan",1957,45.669,746559,1886.080591,"JOR","Western Asia","Asia"
"Jordan",1952,43.158,607914,1546.907807,"JOR","Western Asia","Asia"
"Jordan",2002,71.263,5307470,3844.917194,"JOR","Western Asia","Asia"
"Jordan",1977,61.134,1937652,2852.351568,"JOR","Western Asia","Asia"
"Jordan",1997,69.772,4526235,3645.379572,"JOR","Western Asia","Asia"
"Jordan",1992,68.015,3867409,3431.593647,"JOR","Western Asia","Asia"
"Jordan",1967,51.629,1255058,2741.796252,"JOR","Western Asia","Asia"
"Jordan",1972,56.528,1613551,2110.856309,"JOR","Western Asia","Asia"
"Jordan",1962,48.126,933559,2348.009158,"JOR","Western Asia","Asia"
"Jordan",1987,65.869,2820042,4448.679912,"JOR","Western Asia","Asia"
"Jordan",1982,63.739,2347031,4161.415959,"JOR","Western Asia","Asia"
"Kenya",1977,56.155,14500404,1267.613204,"KEN","Eastern Africa","Africa"
"Kenya",1972,53.559,12044785,1222.359968,"KEN","Eastern Africa","Africa"
"Kenya",1997,54.407,28263827,1360.485021,"KEN","Eastern Africa","Africa"
"Kenya",1967,50.654,10191512,1056.736457,"KEN","Eastern Africa","Africa"
"Kenya",1987,59.339,21198082,1361.936856,"KEN","Eastern Africa","Africa"
"Kenya",2007,54.11,35610177,1463.249282,"KEN","Eastern Africa","Africa"
"Kenya",1957,44.686,7454779,944.4383152,"KEN","Eastern Africa","Africa"
"Kenya",1962,47.949,8678557,896.9663732,"KEN","Eastern Africa","Africa"
"Kenya",2002,50.992,31386842,1287.514732,"KEN","Eastern Africa","Africa"
"Kenya",1992,59.285,25020539,1341.921721,"KEN","Eastern Africa","Africa"
"Kenya",1982,58.766,17661452,1348.225791,"KEN","Eastern Africa","Africa"
"Kenya",1952,42.27,6464046,853.540919,"KEN","Eastern Africa","Africa"
"Kuwait",1997,76.156,1765345,40300.61996,"KWT","Western Asia","Asia"
"Kuwait",1957,58.033,212846,113523.1329,"KWT","Western Asia","Asia"
"Kuwait",1992,75.19,1418095,34932.91959,"KWT","Western Asia","Asia"
"Kuwait",1967,64.624,575003,80894.88326,"KWT","Western Asia","Asia"
"Kuwait",1987,74.174,1891487,28118.42998,"KWT","Western Asia","Asia"
"Kuwait",1952,55.565,160000,108382.3529,"KWT","Western Asia","Asia"
"Kuwait",1962,60.47,358266,95458.11176,"KWT","Western Asia","Asia"
"Kuwait",1982,71.309,1497494,31354.03573,"KWT","Western Asia","Asia"
"Kuwait",1977,69.343,1140357,59265.47714,"KWT","Western Asia","Asia"
"Kuwait",2002,76.904,2111561,35110.10566,"KWT","Western Asia","Asia"
"Kuwait",2007,77.588,2505559,47306.98978,"KWT","Western Asia","Asia"
"Kuwait",1972,67.712,841934,109347.867,"KWT","Western Asia","Asia"
"Lebanon",1957,59.489,1647412,6089.786934,"LBN","Western Asia","Asia"
"Lebanon",1987,67.926,3089353,5377.091329,"LBN","Western Asia","Asia"
"Lebanon",1962,62.094,1886848,5714.560611,"LBN","Western Asia","Asia"
"Lebanon",1952,55.928,1439529,4834.804067,"LBN","Western Asia","Asia"
"Lebanon",1992,69.292,3219994,6890.806854,"LBN","Western Asia","Asia"
"Lebanon",1972,65.421,2680018,7486.384341,"LBN","Western Asia","Asia"
"Lebanon",1967,63.87,2186894,6006.983042,"LBN","Western Asia","Asia"
"Lebanon",2007,71.993,3921278,10461.05868,"LBN","Western Asia","Asia"
"Lebanon",1997,70.265,3430388,8754.96385,"LBN","Western Asia","Asia"
"Lebanon",1982,66.983,3086876,7640.519521,"LBN","Western Asia","Asia"
"Lebanon",1977,66.099,3115787,8659.696836,"LBN","Western Asia","Asia"
"Lebanon",2002,71.028,3677780,9313.93883,"LBN","Western Asia","Asia"
"Lesotho",1962,47.747,893143,411.8006266,"LSO","Southern Africa","Africa"
"Lesotho",1982,55.078,1411807,797.2631074,"LSO","Southern Africa","Africa"
"Lesotho",1967,48.492,996380,498.6390265,"LSO","Southern Africa","Africa"
"Lesotho",1957,45.047,813338,335.9971151,"LSO","Southern Africa","Africa"
"Lesotho",1952,42.138,748747,298.8462121,"LSO","Southern Africa","Africa"
"Lesotho",2002,44.593,2046772,1275.184575,"LSO","Southern Africa","Africa"
"Lesotho",2007,42.592,2012649,1569.331442,"LSO","Southern Africa","Africa"
"Lesotho",1972,49.767,1116779,496.5815922,"LSO","Southern Africa","Africa"
"Lesotho",1992,59.685,1803195,977.4862725,"LSO","Southern Africa","Africa"
"Lesotho",1997,55.558,1982823,1186.147994,"LSO","Southern Africa","Africa"
"Lesotho",1977,52.208,1251524,745.3695408,"LSO","Southern Africa","Africa"
"Lesotho",1987,57.18,1599200,773.9932141,"LSO","Southern Africa","Africa"
"Liberia",1987,46.027,2269414,506.1138573,"LBR","Western Africa","Africa"
"Liberia",1977,43.764,1703617,640.3224383,"LBR","Western Africa","Africa"
"Liberia",2002,43.753,2814651,531.4823679,"LBR","Western Africa","Africa"
"Liberia",1992,40.802,1912974,636.6229191,"LBR","Western Africa","Africa"
"Liberia",1972,42.614,1482628,803.0054535,"LBR","Western Africa","Africa"
"Liberia",1997,42.221,2200725,609.1739508,"LBR","Western Africa","Africa"
"Liberia",1962,40.502,1112796,634.1951625,"LBR","Western Africa","Africa"
"Liberia",1982,44.852,1956875,572.1995694,"LBR","Western Africa","Africa"
"Liberia",1952,38.48,863308,575.5729961,"LBR","Western Africa","Africa"
"Liberia",1957,39.486,975950,620.9699901,"LBR","Western Africa","Africa"
"Liberia",2007,45.678,3193942,414.5073415,"LBR","Western Africa","Africa"
"Liberia",1967,41.536,1279406,713.6036483,"LBR","Western Africa","Africa"
"Libya",1962,47.808,1441863,6757.030816,"LBY","Northern Africa","Africa"
"Libya",1967,50.227,1759224,18772.75169,"LBY","Northern Africa","Africa"
"Libya",1992,68.755,4364501,9640.138501,"LBY","Northern Africa","Africa"
"Libya",2002,72.737,5368585,9534.677467,"LBY","Northern Africa","Africa"
"Libya",2007,73.952,6036914,12057.49928,"LBY","Northern Africa","Africa"
"Libya",1952,42.723,1019729,2387.54806,"LBY","Northern Africa","Africa"
"Libya",1957,45.289,1201578,3448.284395,"LBY","Northern Africa","Africa"
"Libya",1987,66.234,3799845,11770.5898,"LBY","Northern Africa","Africa"
"Libya",1997,71.555,4759670,9467.446056,"LBY","Northern Africa","Africa"
"Libya",1972,52.773,2183877,21011.49721,"LBY","Northern Africa","Africa"
"Libya",1977,57.442,2721783,21951.21176,"LBY","Northern Africa","Africa"
"Libya",1982,62.155,3344074,17364.27538,"LBY","Northern Africa","Africa"
"Madagascar",1977,46.881,8007166,1544.228586,"MDG","Eastern Africa","Africa"
"Madagascar",1987,49.35,10568642,1155.441948,"MDG","Eastern Africa","Africa"
"Madagascar",1992,52.214,12210395,1040.67619,"MDG","Eastern Africa","Africa"
"Madagascar",1997,54.978,14165114,986.2958956,"MDG","Eastern Africa","Africa"
"Madagascar",1982,48.969,9171477,1302.878658,"MDG","Eastern Africa","Africa"
"Madagascar",2002,57.286,16473477,894.6370822,"MDG","Eastern Africa","Africa"
"Madagascar",1957,38.865,5181679,1589.20275,"MDG","Eastern Africa","Africa"
"Madagascar",1962,40.848,5703324,1643.38711,"MDG","Eastern Africa","Africa"
"Madagascar",1967,42.881,6334556,1634.047282,"MDG","Eastern Africa","Africa"
"Madagascar",1952,36.681,4762912,1443.011715,"MDG","Eastern Africa","Africa"
"Madagascar",2007,59.443,19167654,1044.770126,"MDG","Eastern Africa","Africa"
"Madagascar",1972,44.851,7082430,1748.562982,"MDG","Eastern Africa","Africa"
"Malawi",1977,43.767,5637246,663.2236766,"MWI","Eastern Africa","Africa"
"Malawi",1952,36.256,2917802,369.1650802,"MWI","Eastern Africa","Africa"
"Malawi",2007,48.303,13327079,759.3499101,"MWI","Eastern Africa","Africa"
"Malawi",1982,45.642,6502825,632.8039209,"MWI","Eastern Africa","Africa"
"Malawi",1987,47.457,7824747,635.5173634,"MWI","Eastern Africa","Africa"
"Malawi",1967,39.487,4147252,495.5147806,"MWI","Eastern Africa","Africa"
"Malawi",1972,41.766,4730997,584.6219709,"MWI","Eastern Africa","Africa"
"Malawi",1957,37.207,3221238,416.3698064,"MWI","Eastern Africa","Africa"
"Malawi",1962,38.41,3628608,427.9010856,"MWI","Eastern Africa","Africa"
"Malawi",1992,49.42,10014249,563.2000145,"MWI","Eastern Africa","Africa"
"Malawi",2002,45.009,11824495,665.4231186,"MWI","Eastern Africa","Africa"
"Malawi",1997,47.495,10419991,692.2758103,"MWI","Eastern Africa","Africa"
"Malaysia",1962,55.737,8906385,2036.884944,"MYS","South-eastern Asia","Asia"
"Malaysia",2002,73.044,22662365,10206.97794,"MYS","South-eastern Asia","Asia"
"Malaysia",1967,59.371,10154878,2277.742396,"MYS","South-eastern Asia","Asia"
"Malaysia",1992,70.693,18319502,7277.912802,"MYS","South-eastern Asia","Asia"
"Malaysia",1997,71.938,20476091,10132.90964,"MYS","South-eastern Asia","Asia"
"Malaysia",1957,52.102,7739235,1810.066992,"MYS","South-eastern Asia","Asia"
"Malaysia",1982,68,14441916,4920.355951,"MYS","South-eastern Asia","Asia"
"Malaysia",1987,69.5,16331785,5249.802653,"MYS","South-eastern Asia","Asia"
"Malaysia",1952,48.463,6748378,1831.132894,"MYS","South-eastern Asia","Asia"
"Malaysia",1977,65.256,12845381,3827.921571,"MYS","South-eastern Asia","Asia"
"Malaysia",1972,63.01,11441462,2849.09478,"MYS","South-eastern Asia","Asia"
"Malaysia",2007,74.241,24821286,12451.6558,"MYS","South-eastern Asia","Asia"
"Mali",1977,41.714,6491649,686.3952693,"MLI","Western Africa","Africa"
"Mali",1982,43.916,6998256,618.0140641,"MLI","Western Africa","Africa"
"Mali",1952,33.685,3838168,452.3369807,"MLI","Western Africa","Africa"
"Mali",1972,39.977,5828158,581.3688761,"MLI","Western Africa","Africa"
"Mali",2007,54.467,12031795,1042.581557,"MLI","Western Africa","Africa"
"Mali",1987,46.364,7634008,684.1715576,"MLI","Western Africa","Africa"
"Mali",1992,48.388,8416215,739.014375,"MLI","Western Africa","Africa"
"Mali",1997,49.903,9384984,790.2579846,"MLI","Western Africa","Africa"
"Mali",1967,38.487,5212416,545.0098873,"MLI","Western Africa","Africa"
"Mali",1962,36.936,4690372,496.1743428,"MLI","Western Africa","Africa"
"Mali",2002,51.818,10580176,951.4097518,"MLI","Western Africa","Africa"
"Mali",1957,35.307,4241884,490.3821867,"MLI","Western Africa","Africa"
"Mauritania",1962,44.248,1146757,1055.896036,"MRT","Western Africa","Africa"
"Mauritania",1967,46.289,1230542,1421.145193,"MRT","Western Africa","Africa"
"Mauritania",1957,42.338,1076852,846.1202613,"MRT","Western Africa","Africa"
"Mauritania",2002,62.247,2828858,1579.019543,"MRT","Western Africa","Africa"
"Mauritania",2007,64.164,3270065,1803.151496,"MRT","Western Africa","Africa"
"Mauritania",1972,48.437,1332786,1586.851781,"MRT","Western Africa","Africa"
"Mauritania",1997,60.43,2444741,1483.136136,"MRT","Western Africa","Africa"
"Mauritania",1977,50.852,1456688,1497.492223,"MRT","Western Africa","Africa"
"Mauritania",1987,56.145,1841240,1421.603576,"MRT","Western Africa","Africa"
"Mauritania",1952,40.543,1022556,743.1159097,"MRT","Western Africa","Africa"
"Mauritania",1982,53.599,1622136,1481.150189,"MRT","Western Africa","Africa"
"Mauritania",1992,58.333,2119465,1361.369784,"MRT","Western Africa","Africa"
"Mauritius",2002,71.954,1200206,9021.815894,"MUS","Eastern Africa","Africa"
"Mauritius",1952,50.986,516556,1967.955707,"MUS","Eastern Africa","Africa"
"Mauritius",1972,62.944,851334,2575.484158,"MUS","Eastern Africa","Africa"
"Mauritius",1967,61.557,789309,2475.387562,"MUS","Eastern Africa","Africa"
"Mauritius",1977,64.93,913025,3710.982963,"MUS","Eastern Africa","Africa"
"Mauritius",1987,68.74,1042663,4783.586903,"MUS","Eastern Africa","Africa"
"Mauritius",1997,70.736,1149818,7425.705295,"MUS","Eastern Africa","Africa"
"Mauritius",1992,69.745,1096202,6058.253846,"MUS","Eastern Africa","Africa"
"Mauritius",1962,60.246,701016,2529.067487,"MUS","Eastern Africa","Africa"
"Mauritius",2007,72.801,1250882,10956.99112,"MUS","Eastern Africa","Africa"
"Mauritius",1957,58.089,609816,2034.037981,"MUS","Eastern Africa","Africa"
"Mauritius",1982,66.711,992040,3688.037739,"MUS","Eastern Africa","Africa"
"Mexico",1962,58.299,41121485,4581.609385,"MEX","Central America","North America"
"Mexico",1972,62.361,55984294,6809.40669,"MEX","Central America","North America"
"Mexico",1952,50.789,30144317,3478.125529,"MEX","Central America","North America"
"Mexico",1997,73.67,95895146,9767.29753,"MEX","Central America","North America"
"Mexico",1967,60.11,47995559,5754.733883,"MEX","Central America","North America"
"Mexico",1977,65.032,63759976,7674.929108,"MEX","Central America","North America"
"Mexico",2007,76.195,108700891,11977.57496,"MEX","Central America","North America"
"Mexico",1957,55.19,35015548,4131.546641,"MEX","Central America","North America"
"Mexico",2002,74.902,102479927,10742.44053,"MEX","Central America","North America"
"Mexico",1987,69.498,80122492,8688.156003,"MEX","Central America","North America"
"Mexico",1992,71.455,88111030,9472.384295,"MEX","Central America","North America"
"Mexico",1982,67.405,71640904,9611.147541,"MEX","Central America","North America"
"Mongolia",1977,55.491,1528000,1647.511665,"MNG","Eastern Asia","Asia"
"Mongolia",1982,57.489,1756032,2000.603139,"MNG","Eastern Asia","Asia"
"Mongolia",1987,60.222,2015133,2338.008304,"MNG","Eastern Asia","Asia"
"Mongolia",1952,42.244,800663,786.5668575,"MNG","Eastern Asia","Asia"
"Mongolia",1967,51.253,1149500,1226.04113,"MNG","Eastern Asia","Asia"
"Mongolia",1972,53.754,1320500,1421.741975,"MNG","Eastern Asia","Asia"
"Mongolia",2007,66.803,2874127,3095.772271,"MNG","Eastern Asia","Asia"
"Mongolia",1957,45.248,882134,912.6626085,"MNG","Eastern Asia","Asia"
"Mongolia",1962,48.251,1010280,1056.353958,"MNG","Eastern Asia","Asia"
"Mongolia",2002,65.033,2674234,2140.739323,"MNG","Eastern Asia","Asia"
"Mongolia",1992,61.271,2312802,1785.402016,"MNG","Eastern Asia","Asia"
"Mongolia",1997,63.625,2494803,1902.2521,"MNG","Eastern Asia","Asia"
"Montenegro",1952,59.164,413834,2647.585601,"MNE","Southern Europe","Europe"
"Montenegro",1997,75.445,692651,6465.613349,"MNE","Southern Europe","Europe"
"Montenegro",1977,73.066,560073,9595.929905,"MNE","Southern Europe","Europe"
"Montenegro",1967,67.178,501035,5907.850937,"MNE","Southern Europe","Europe"
"Montenegro",1957,61.448,442829,3682.259903,"MNE","Southern Europe","Europe"
"Montenegro",1992,75.435,621621,7003.339037,"MNE","Southern Europe","Europe"
"Montenegro",1962,63.728,474528,4649.593785,"MNE","Southern Europe","Europe"
"Montenegro",1982,74.101,562548,11222.58762,"MNE","Southern Europe","Europe"
"Montenegro",2007,74.543,684736,9253.896111,"MNE","Southern Europe","Europe"
"Montenegro",2002,73.981,720230,6557.194282,"MNE","Southern Europe","Europe"
"Montenegro",1972,70.636,527678,7778.414017,"MNE","Southern Europe","Europe"
"Montenegro",1987,74.865,569473,11732.51017,"MNE","Southern Europe","Europe"
"Morocco",1952,42.873,9939217,1688.20357,"MAR","Northern Africa","Africa"
"Morocco",1972,52.862,16660670,1930.194975,"MAR","Northern Africa","Africa"
"Morocco",1977,55.73,18396941,2370.619976,"MAR","Northern Africa","Africa"
"Morocco",1997,67.66,28529501,2982.101858,"MAR","Northern Africa","Africa"
"Morocco",2002,69.615,31167783,3258.495584,"MAR","Northern Africa","Africa"
"Morocco",1982,59.65,20198730,2702.620356,"MAR","Northern Africa","Africa"
"Morocco",2007,71.164,33757175,3820.17523,"MAR","Northern Africa","Africa"
"Morocco",1967,50.335,14770296,1711.04477,"MAR","Northern Africa","Africa"
"Morocco",1957,45.423,11406350,1642.002314,"MAR","Northern Africa","Africa"
"Morocco",1962,47.924,13056604,1566.353493,"MAR","Northern Africa","Africa"
"Morocco",1992,65.393,25798239,2948.047252,"MAR","Northern Africa","Africa"
"Morocco",1987,62.677,22987397,2755.046991,"MAR","Northern Africa","Africa"
"Mozambique",1987,42.861,12891952,389.8761846,"MOZ","Eastern Africa","Africa"
"Mozambique",2007,42.082,19951656,823.6856205,"MOZ","Eastern Africa","Africa"
"Mozambique",1992,44.284,13160731,410.8968239,"MOZ","Eastern Africa","Africa"
"Mozambique",2002,44.026,18473780,633.6179466,"MOZ","Eastern Africa","Africa"
"Mozambique",1952,31.286,6446316,468.5260381,"MOZ","Eastern Africa","Africa"
"Mozambique",1957,33.779,7038035,495.5868333,"MOZ","Eastern Africa","Africa"
"Mozambique",1997,46.344,16603334,472.3460771,"MOZ","Eastern Africa","Africa"
"Mozambique",1967,38.113,8680909,566.6691539,"MOZ","Eastern Africa","Africa"
"Mozambique",1972,40.328,9809596,724.9178037,"MOZ","Eastern Africa","Africa"
"Mozambique",1977,42.495,11127868,502.3197334,"MOZ","Eastern Africa","Africa"
"Mozambique",1962,36.161,7788944,556.6863539,"MOZ","Eastern Africa","Africa"
"Mozambique",1982,42.795,12587223,462.2114149,"MOZ","Eastern Africa","Africa"
"Myanmar",1987,58.339,38028578,385,"MMR","South-eastern Asia","Asia"
"Myanmar",1992,59.32,40546538,347,"MMR","South-eastern Asia","Asia"
"Myanmar",1997,60.328,43247867,415,"MMR","South-eastern Asia","Asia"
"Myanmar",1952,36.319,20092996,331,"MMR","South-eastern Asia","Asia"
"Myanmar",1957,41.905,21731844,350,"MMR","South-eastern Asia","Asia"
"Myanmar",1962,45.108,23634436,388,"MMR","South-eastern Asia","Asia"
"Myanmar",1977,56.059,31528087,371,"MMR","South-eastern Asia","Asia"
"Myanmar",1982,58.056,34680442,424,"MMR","South-eastern Asia","Asia"
"Myanmar",1967,49.379,25870271,349,"MMR","South-eastern Asia","Asia"
"Myanmar",1972,53.07,28466390,357,"MMR","South-eastern Asia","Asia"
"Myanmar",2002,59.908,45598081,611,"MMR","South-eastern Asia","Asia"
"Myanmar",2007,62.069,47761980,944,"MMR","South-eastern Asia","Asia"
"Namibia",1972,53.867,821782,3746.080948,"NAM","Southern Africa","Africa"
"Namibia",2007,52.906,2055080,4811.060429,"NAM","Southern Africa","Africa"
"Namibia",1967,51.159,706640,3793.694753,"NAM","Southern Africa","Africa"
"Namibia",1977,56.437,977026,3876.485958,"NAM","Southern Africa","Africa"
"Namibia",2002,51.479,1972153,4072.324751,"NAM","Southern Africa","Africa"
"Namibia",1962,48.386,621392,3173.215595,"NAM","Southern Africa","Africa"
"Namibia",1987,60.835,1278184,3693.731337,"NAM","Southern Africa","Africa"
"Namibia",1992,61.999,1554253,3804.537999,"NAM","Southern Africa","Africa"
"Namibia",1997,58.909,1774766,3899.52426,"NAM","Southern Africa","Africa"
"Namibia",1982,58.968,1099010,4191.100511,"NAM","Southern Africa","Africa"
"Namibia",1957,45.226,548080,2621.448058,"NAM","Southern Africa","Africa"
"Namibia",1952,41.725,485831,2423.780443,"NAM","Southern Africa","Africa"
"Nepal",1982,49.594,15796314,718.3730947,"NPL","Southern Asia","Asia"
"Nepal",1987,52.537,17917180,775.6324501,"NPL","Southern Asia","Asia"
"Nepal",1952,36.157,9182536,545.8657229,"NPL","Southern Asia","Asia"
"Nepal",1962,39.393,10332057,652.3968593,"NPL","Southern Asia","Asia"
"Nepal",1967,41.472,11261690,676.4422254,"NPL","Southern Asia","Asia"
"Nepal",1977,46.748,13933198,694.1124398,"NPL","Southern Asia","Asia"
"Nepal",1992,55.727,20326209,897.7403604,"NPL","Southern Asia","Asia"
"Nepal",1997,59.426,23001113,1010.892138,"NPL","Southern Asia","Asia"
"Nepal",2002,61.34,25873917,1057.206311,"NPL","Southern Asia","Asia"
"Nepal",2007,63.785,28901790,1091.359778,"NPL","Southern Asia","Asia"
"Nepal",1957,37.686,9682338,597.9363558,"NPL","Southern Asia","Asia"
"Nepal",1972,43.971,12412593,674.7881296,"NPL","Southern Asia","Asia"
"Netherlands",1967,73.82,12596822,15363.25136,"NLD","Western Europe","Europe"
"Netherlands",1972,73.75,13329874,18794.74567,"NLD","Western Europe","Europe"
"Netherlands",1957,72.99,11026383,11276.19344,"NLD","Western Europe","Europe"
"Netherlands",2002,78.53,16122830,33724.75778,"NLD","Western Europe","Europe"
"Netherlands",2007,79.762,16570613,36797.93332,"NLD","Western Europe","Europe"
"Netherlands",1987,76.83,14665278,23651.32361,"NLD","Western Europe","Europe"
"Netherlands",1962,73.23,11805689,12790.84956,"NLD","Western Europe","Europe"
"Netherlands",1977,75.24,13852989,21209.0592,"NLD","Western Europe","Europe"
"Netherlands",1982,76.05,14310401,21399.46046,"NLD","Western Europe","Europe"
"Netherlands",1952,72.13,10381988,8941.571858,"NLD","Western Europe","Europe"
"Netherlands",1997,78.03,15604464,30246.13063,"NLD","Western Europe","Europe"
"Netherlands",1992,77.42,15174244,26790.94961,"NLD","Western Europe","Europe"
"New Zealand",1952,69.39,1994794,10556.57566,"NZL","Australia and New Zealand","Oceania"
"New Zealand",2007,80.204,4115771,25185.00911,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1977,72.22,3164900,16233.7177,"NZL","Australia and New Zealand","Oceania"
"New Zealand",2002,79.11,3908037,23189.80135,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1967,71.52,2728150,14463.91893,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1962,71.24,2488550,13175.678,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1992,76.33,3437674,18363.32494,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1957,70.26,2229407,12247.39532,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1987,74.32,3317166,19007.19129,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1972,71.89,2929100,16046.03728,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1997,77.55,3676187,21050.41377,"NZL","Australia and New Zealand","Oceania"
"New Zealand",1982,73.84,3210650,17632.4104,"NZL","Australia and New Zealand","Oceania"
"Nicaragua",1952,42.314,1165790,3112.363948,"NIC","Central America","North America"
"Nicaragua",1972,55.151,2182908,4688.593267,"NIC","Central America","North America"
"Nicaragua",1977,57.47,2554598,5486.371089,"NIC","Central America","North America"
"Nicaragua",1957,45.432,1358828,3457.415947,"NIC","Central America","North America"
"Nicaragua",1967,51.884,1865490,4643.393534,"NIC","Central America","North America"
"Nicaragua",2007,72.899,5675356,2749.320965,"NIC","Central America","North America"
"Nicaragua",1982,59.298,2979423,3470.338156,"NIC","Central America","North America"
"Nicaragua",1992,65.843,4017939,2170.151724,"NIC","Central America","North America"
"Nicaragua",1962,48.632,1590597,3634.364406,"NIC","Central America","North America"
"Nicaragua",2002,70.836,5146848,2474.548819,"NIC","Central America","North America"
"Nicaragua",1997,68.426,4609572,2253.023004,"NIC","Central America","North America"
"Nicaragua",1987,62.008,3344353,2955.984375,"NIC","Central America","North America"
"Niger",1982,42.598,6437188,909.7221354,"NER","Western Africa","Africa"
"Niger",1987,44.555,7332638,668.3000228,"NER","Western Africa","Africa"
"Niger",1952,37.444,3379468,761.879376,"NER","Western Africa","Africa"
"Niger",1997,51.313,9666252,580.3052092,"NER","Western Africa","Africa"
"Niger",1957,38.598,3692184,835.5234025,"NER","Western Africa","Africa"
"Niger",1972,40.546,5060262,954.2092363,"NER","Western Africa","Africa"
"Niger",1977,41.291,5682086,808.8970728,"NER","Western Africa","Africa"
"Niger",2007,56.867,12894865,619.6768924,"NER","Western Africa","Africa"
"Niger",1962,39.487,4076008,997.7661127,"NER","Western Africa","Africa"
"Niger",1967,40.118,4534062,1054.384891,"NER","Western Africa","Africa"
"Niger",2002,54.496,11140655,601.0745012,"NER","Western Africa","Africa"
"Niger",1992,47.391,8392818,581.182725,"NER","Western Africa","Africa"
"Nigeria",1957,37.802,37173340,1100.592563,"NGA","Western Africa","Africa"
"Nigeria",1997,47.464,106207839,1624.941275,"NGA","Western Africa","Africa"
"Nigeria",1987,46.886,81551520,1385.029563,"NGA","Western Africa","Africa"
"Nigeria",1962,39.36,41871351,1150.927478,"NGA","Western Africa","Africa"
"Nigeria",1952,36.324,33119096,1077.281856,"NGA","Western Africa","Africa"
"Nigeria",1972,42.821,53740085,1698.388838,"NGA","Western Africa","Africa"
"Nigeria",1977,44.514,62209173,1981.951806,"NGA","Western Africa","Africa"
"Nigeria",1982,45.826,73039376,1576.97375,"NGA","Western Africa","Africa"
"Nigeria",2007,46.859,135031164,2013.977305,"NGA","Western Africa","Africa"
"Nigeria",2002,46.608,119901274,1615.286395,"NGA","Western Africa","Africa"
"Nigeria",1967,41.04,47287752,1014.514104,"NGA","Western Africa","Africa"
"Nigeria",1992,47.472,93364244,1619.848217,"NGA","Western Africa","Africa"
"Norway",1952,72.67,3327728,10095.42172,"NOR","Northern Europe","Europe"
"Norway",1957,73.44,3491938,11653.97304,"NOR","Northern Europe","Europe"
"Norway",1972,74.34,3933004,18965.05551,"NOR","Northern Europe","Europe"
"Norway",1977,75.37,4043205,23311.34939,"NOR","Northern Europe","Europe"
"Norway",1982,75.97,4114787,26298.63531,"NOR","Northern Europe","Europe"
"Norway",2007,80.196,4627926,49357.19017,"NOR","Northern Europe","Europe"
"Norway",2002,79.05,4535591,44683.97525,"NOR","Northern Europe","Europe"
"Norway",1987,75.89,4186147,31540.9748,"NOR","Northern Europe","Europe"
"Norway",1967,74.08,3786019,16361.87647,"NOR","Northern Europe","Europe"
"Norway",1997,78.32,4405672,41283.16433,"NOR","Northern Europe","Europe"
"Norway",1962,73.47,3638919,13450.40151,"NOR","Northern Europe","Europe"
"Norway",1992,77.32,4286357,33965.66115,"NOR","Northern Europe","Europe"
"Oman",1962,43.165,628164,2924.638113,"OMN","Western Asia","Asia"
"Oman",1992,71.197,1915208,18616.70691,"OMN","Western Asia","Asia"
"Oman",1997,72.499,2283635,19702.05581,"OMN","Western Asia","Asia"
"Oman",2002,74.193,2713462,19774.83687,"OMN","Western Asia","Asia"
"Oman",2007,75.64,3204897,22316.19287,"OMN","Western Asia","Asia"
"Oman",1972,52.143,829050,10618.03855,"OMN","Western Asia","Asia"
"Oman",1957,40.08,561977,2242.746551,"OMN","Western Asia","Asia"
"Oman",1982,62.728,1301048,12954.79101,"OMN","Western Asia","Asia"
"Oman",1967,46.988,714775,4720.942687,"OMN","Western Asia","Asia"
"Oman",1977,57.367,1004533,11848.34392,"OMN","Western Asia","Asia"
"Oman",1987,67.734,1593882,18115.22313,"OMN","Western Asia","Asia"
"Oman",1952,37.578,507833,1828.230307,"OMN","Western Asia","Asia"
